DO,pH,Alkalinity,Hardness,Nitrite,H2S,Salinity,Ammonia,Temperature,WSS,AHPND,TSV,YHV
6.26,8.4,111,280,0.7,0.15,19.7,4.22,29.74,0,1,0,0
5.27,9.7,110,223,0.35,0.31,18.46,4.9,29.52,0,1,0,1
7.4,8.2,94,243,0.15,0.12,10.57,0,31.93,0,0,0,1
4.82,9.5,107,177,0.5,0.06,22.79,0.29,33.16,0,0,0,1
7.2,9,127,183,0.51,0.31,14.98,4.97,35.16,0,1,0,1
5.54,8.9,145,186,0.33,0.18,20.29,0.48,30.8,0,0,0,0
3.6,7.6,124,214,0.39,0.32,20.14,0.55,30.71,1,1,1,1
3.75,8,116,235,0.46,0.26,10.47,5.85,30.56,1,1,1,1
6.42,9.3,80,201,0.31,0.36,18.53,2.31,36.52,0,1,0,1
6.28,9.9,94,190,0.5,0.37,12.44,0.01,29.39,0,0,0,1
6.59,8.4,93,95,0.52,0.15,22.67,3.16,35.08,0,1,0,1
6.43,7.9,104,230,0.34,0.06,24.93,5.18,31.31,0,0,0,1
5.57,8.9,109,187,0.44,0.2,20.42,0.48,33.89,0,1,0,1
3.31,7.8,97,167,0.47,0.2,20.65,0.75,34.61,1,1,1,1
6.64,8.7,119,208,0.24,0.33,19.07,3.36,35.45,0,1,0,1
4.87,8.5,101,205,0.21,0.01,24.91,0.68,33.3,0,1,0,1
6.22,8.5,89,203,0.33,0.38,19.38,0.79,32.26,0,1,0,1
6.92,9.4,130,219,0.29,0.38,18.76,0.64,29.23,0,0,0,0
5.24,9.7,102,224,0.5,0.33,11.23,0.49,29.13,0,1,0,1
6.3,8.8,120,228,0.66,0.22,21.57,0.72,32.16,0,0,0,1
7.72,9,127,128,0.42,0.19,22.57,0.57,30.08,0,0,0,0
4.85,7.4,113,222,0.23,0.24,20.9,3.44,36.74,1,1,0,1
6.61,7.2,96,129,0.41,0.21,10.33,4.75,33.87,1,1,0,1
4.64,8.1,128,218,0.29,0.17,15.36,0.31,29.73,0,0,0,0
7.92,7.2,121,199,0.08,0.08,24.28,5.49,32.25,0,0,0,1
5.35,8.3,98,222,0.47,0.32,17.37,4.02,33.77,0,1,0,1
5.28,9.7,105,169,0.33,0.25,14.42,0.62,33.02,0,1,0,1
3.85,8.5,97,239,0.35,0.1,23.69,0.46,33.1,1,1,1,1
6.41,9.5,101,208,0.59,0.35,11.29,3.82,35.95,0,1,0,1
4.93,7.1,117,204,0.36,0.2,15.46,0.51,29.46,1,1,0,0
4.11,8.4,84,173,0.52,0.02,20.77,0.97,29.09,0,1,0,1
4.46,7.5,112,225,0.38,0.05,24.64,4.4,29.65,0,1,0,0
7.2,8.3,113,284,0.74,0.37,24.57,3.96,30.94,0,1,0,1
5.41,8.5,105,301,0.37,0.36,10.15,1.36,36.69,0,1,0,0
5.61,8.9,92,213,0.27,0.34,20.16,4.36,31.58,0,1,0,1
3.75,8.3,100,215,0.28,0.31,23.89,2.41,34.53,1,1,1,1
6,8.3,89,225,0.73,0.22,21.32,4.77,31.98,0,1,0,1
2.01,7.4,96,171,0.28,0.18,18.98,2.52,36.3,1,1,1,1
8.03,8.2,87,350,0.25,0.02,22.94,4.51,35.99,0,1,0,0
5.82,9.7,103,281,0.31,0.11,24.46,0.92,28.67,0,1,0,1
5.62,6.9,102,254,0.49,0.33,24.35,0.88,29.75,1,1,0,0
5.18,9.8,111,258,0.31,0.09,17.73,2.89,33.07,0,1,0,1
7.07,6.4,99,165,0.45,0.02,21.11,0.55,31.3,1,1,0,1
4.93,8.2,94,166,0.33,0.14,21.89,0.88,31.18,0,1,0,1
7.02,8,92,195,0.41,0.23,13.94,3.42,35.62,0,0,0,1
5.44,9.9,112,238,0.44,0.19,10.32,2.99,31.88,0,1,0,1
8.09,7.1,121,191,0.6,0.28,21.28,0.86,28.96,0,0,0,0
6.48,8.5,98,106,0.33,0.02,23.8,0.53,33.95,0,1,0,1
8.2,5.4,119,232,0.29,0.16,12.11,2.65,31.3,1,1,0,1
3.59,8.8,79,183,0.36,0.03,22.75,1.51,35.2,1,1,1,1
6.31,8.5,96,162,0.32,0.27,13.32,0.8,35.75,0,1,0,1
8.07,8.1,91,130,0.54,0.33,11.92,0.25,30.03,0,0,0,1
5.69,8.7,122,163,0.48,0.22,15.86,3.55,34.7,0,1,0,1
7.64,7.6,122,193,0.34,0.36,20.74,0.39,34.68,0,0,0,1
7.26,8.2,88,143,0.34,0.27,24.72,3.63,36.3,0,1,0,1
7.9,7.8,78,150,0.36,0.13,21.77,1.68,35.35,0,0,0,1
5.38,7.9,92,283,0.26,0.34,20.36,0.07,32.22,0,0,0,1
4.41,7.9,87,187,0.56,0.35,12.88,5.6,32.34,0,1,0,1
5.07,9.8,88,227,0.53,0.03,14.85,0.18,36.91,0,1,0,1
7.99,7.6,107,216,0.32,0.07,20.27,3.91,36.9,0,0,0,1
6.38,8,114,229,0.52,0.14,20.33,2.77,30.76,0,0,0,0
6.08,7.1,117,147,0.24,0.07,14.44,2.75,35.67,1,1,0,1
5.54,8.3,122,231,0.26,0.36,20.66,0.39,36.29,0,0,0,1
5.45,8.8,85,172,0.46,0.14,17.33,0.89,30.05,0,1,0,1
5.02,9.6,127,113,0.46,0.06,24.95,0.03,29.15,0,0,0,0
5.62,9.3,141,289,0.43,0.33,19.28,3.93,29.38,0,1,0,0
4.84,7.4,121,194,0.45,0.04,17.86,0.73,35.52,0,0,0,1
7.28,8.4,89,143,0.35,0.07,23.68,5.84,28.55,0,1,0,1
6.44,7.1,94,158,0.42,0.33,15.48,0.53,32.94,1,1,0,1
6.73,9.9,78,129,0.44,0,20.85,0.61,33.03,0,1,0,1
6.09,8.3,119,166,0.27,0.04,19.36,0.22,28.13,0,0,0,0
6.12,7.7,88,154,0.24,0.19,24.92,1.86,28.12,0,0,0,1
6.06,7.7,98,175,0.42,0.23,12.08,0.01,35.94,0,0,0,1
7.79,8.8,103,193,0.46,0.29,13.41,1.5,35.8,0,1,0,1
7.54,7.6,106,135,0.55,0.16,22.83,0.7,28.99,0,0,0,0
6.67,7.9,101,225,0.38,0.08,23.85,0.91,35.9,0,0,0,1
5.2,7,106,191,0.35,0.27,22.37,2.29,34.52,1,1,0,1
7.45,8.7,93,138,0.42,0.1,22.09,3.53,30.74,0,1,0,1
6.42,9.4,118,166,0.31,0.16,23,0.9,31.95,0,1,0,1
6.79,8.3,96,226,0.18,0.09,23.16,0.21,29.59,0,0,0,1
3.9,8.4,96,194,0.37,0.29,20.62,3.8,30.8,1,1,1,1
6.2,7.2,112,138,0.29,0.18,21.1,0.82,34.4,1,1,0,1
7.43,6.1,115,223,0.58,0.14,23.61,4.44,28.6,1,1,0,0
6.08,7.3,102,246,0.43,0.26,12.33,0.56,31.1,1,1,0,1
5.45,7.2,100,208,0.33,0.29,20.58,4.91,29.68,1,1,0,0
4.57,9.2,110,260,0.42,0.12,12.91,3.1,35.28,0,1,0,1
5.7,9.5,86,201,0.41,0.21,20.4,2.1,33.42,0,1,0,1
6.34,8.5,120,158,0.56,0.06,22.03,0.83,29.05,0,0,0,0
4.35,7.2,107,167,0.52,0.34,15.53,0.06,31.08,1,1,0,1
6.88,7,108,106,0.42,0.05,21.81,0.68,33.4,1,1,0,1
5.67,7.7,97,207,0.53,0.08,20.88,0.44,32.69,0,0,0,1
7.5,7.8,88,176,0.31,0.39,21.39,0.3,28.7,0,0,0,1
7.32,7.9,105,151,0.35,0.37,17.73,4.29,29.1,0,0,0,0
3.71,9.2,97,234,0.18,0.29,10.93,2.42,34.62,1,1,1,1
6.1,9.2,131,272,0.46,0.21,22.55,0.78,28.05,0,0,0,0
4.89,9.6,105,183,0.57,0.22,13.45,2.65,31.78,0,1,0,1
5.14,8.5,110,217,0.34,0.24,15.22,0.32,35.11,0,0,0,1
5.92,9.2,105,195,0.31,0.2,18.46,0.9,33.3,0,1,0,1
3,7.6,89,204,0.43,0.28,22.78,0.22,28.2,1,1,1,1
5.02,7.8,95,92,0.32,0.07,22.44,4.25,34.21,0,0,0,1
7.69,9.7,99,186,0.15,0.22,19.25,0.76,35.64,0,1,0,1
6.66,7.8,121,140,0.56,0.25,24.86,3.35,36.01,0,0,0,1
5.01,9.3,114,96,0.56,0.4,20.32,4.31,31.12,0,1,0,1
7.37,9.3,91,208,0.45,0.01,11.63,0.99,33.96,0,1,0,1
4.59,7.6,118,139,0.14,0.22,18.38,3.26,32.93,0,0,0,1
5.27,8.3,110,307,0.6,0.16,10.77,0.34,28.38,0,0,0,0
7.36,9.8,79,164,0.34,0.06,23.26,0.98,35.74,0,1,0,1
7.13,8.7,112,279,0.45,0.04,22.19,0.92,29.08,0,1,0,1
5.43,7.4,109,148,0.38,0.07,17.55,0.73,35.01,1,1,0,1
5.47,8.3,109,203,0.28,0.07,20.9,2.03,36.28,0,1,0,1
3.98,9.5,127,127,0.22,0.11,19.92,2.44,35.84,1,1,0,1
4.36,7.5,87,190,0.61,0.07,21.92,3.15,30.35,0,1,0,1
2.49,9.4,123,259,0.15,0.2,10.81,0.27,28.62,1,1,1,1
7.99,7.1,135,185,0.61,0.02,22.54,0.05,36.96,0,0,0,1
5.68,9,87,197,0.4,0.31,13.8,0.51,29.08,0,1,0,1
6.26,7.8,87,188,0.22,0.11,17.29,1.97,32.92,0,0,0,1
6.24,7.2,126,210,0.15,0.29,13.54,0.14,29.73,0,0,0,0
7.96,7.3,123,217,0.3,0.17,24.19,0.84,34.16,0,0,0,1
5.08,6.1,95,65,0.43,0.31,22.25,0.4,31.16,1,1,1,1
5.83,8.5,106,168,0.47,0.2,16.3,0.53,30.19,0,0,0,1
7.28,7.7,82,211,0.51,0.26,24.57,0.63,35.39,0,0,0,1
6.16,6.8,101,151,0.49,0.14,23.71,4.83,28.87,1,1,0,0
7.33,8.3,114,266,0.34,0.21,15.19,0.2,32.4,0,0,0,0
6.58,7.4,75,273,0.28,0.15,11.43,0.29,28.52,1,1,0,0
4.42,7.7,134,239,0.42,0.01,20.11,4.82,34.67,0,0,0,1
6.89,8.6,91,220,0.4,0.39,20.6,2.38,35.29,0,1,0,1
4.96,7.7,117,161,0.31,0.06,18,5.4,31.86,0,0,0,1
5.57,9.2,110,252,0.4,0.35,11.27,1.37,36.74,0,1,0,1
6.85,7.1,91,172,0.44,0.18,12,0.28,32.94,1,1,0,1
8.06,6.9,101,226,0.7,0.23,20.31,0.58,29.92,1,1,0,0
6.72,8.8,98,171,0.22,0.19,24.31,4.07,33.07,0,1,0,1
5.57,9.2,105,181,0.37,0.13,23.91,0.03,30.05,0,0,0,0
6.26,9,106,279,0.27,0.32,23.64,2.19,28.91,0,1,0,1
4.4,8.4,120,152,0.27,0.17,22.18,0.58,30.99,0,1,0,0
5.64,7.4,115,174,0.55,0.04,13.82,0.48,34.98,1,1,0,1
4.05,9.1,97,177,0.49,0.37,16.12,4.13,30.81,0,1,0,1
5.7,9.5,115,178,0.5,0.24,15.25,4.88,36.83,0,1,0,1
5.14,6.5,96,175,0.4,0.01,22.33,0.75,32.52,1,1,0,1
6.13,6.8,109,194,0.7,0.37,24.53,2.13,29.29,1,1,0,0
6.66,8.6,99,240,0.4,0.22,21.46,0.01,28.46,0,0,0,1
6.12,9.4,96,211,0.38,0.24,20.52,1.71,36.33,0,1,0,1
6.36,8.5,99,157,0.47,0.16,13.16,0.96,34.62,0,1,0,1
6.18,9.1,92,169,0.28,0.14,21,2.45,29.49,0,1,0,1
3.73,8.2,112,255,0.43,0.31,21.96,1.63,31.97,1,1,1,1
4.16,7.7,115,236,0.5,0.17,18.06,0.11,34.51,0,1,0,1
5.06,8.1,118,153,0.51,0.34,16.96,4.38,35.94,0,1,0,1
10,7.4,88,220,0.59,0.27,13.06,0.59,29,1,1,0,1
6.38,7.3,97,231,0.45,0.02,16.65,0.64,35.63,1,1,0,1
5.5,9.4,97,262,0.71,0.36,12.58,0.29,33.24,0,1,0,0
6.98,9,117,229,0.35,0.3,14.72,5.38,30.84,0,1,0,1
4.58,5.1,107,187,0.45,0.21,10.26,5.7,34.96,1,1,0,1
5.17,9.2,96,210,0.3,0.11,16.92,0.57,32.69,0,1,0,1
4.86,7.4,116,206,0.31,0,10.13,0.84,32.24,1,1,0,1
6.17,8.4,89,172,0.33,0.08,22.39,0.62,29.32,0,1,0,1
6.64,8,111,166,0.43,0.01,22.51,1.42,29.23,0,0,0,0
5.38,7.3,130,290,0.48,0.04,13.96,0,28.34,0,0,0,0
3.79,8,104,232,0.38,0.33,18.87,1.12,31.1,1,1,1,1
4.9,7.7,131,215,0.48,0.2,13.59,4.02,32.28,0,0,0,1
7.05,9.8,130,238,0.36,0.16,21.37,2.36,35.8,0,1,0,1
5.82,9.1,132,182,0.3,0.24,12.36,0.25,28.12,0,0,0,0
5.82,7.5,107,246,0.46,0.37,14.33,0.43,28.09,0,0,0,0
6.15,7.5,115,256,0.51,0.07,20.94,4.63,32.81,0,0,0,1
4.71,9.3,99,128,0.36,0.22,21.81,2.59,30.58,0,1,0,1
6.32,8,82,231,0.64,0.22,21.43,0.89,32.76,0,0,0,1
7.9,7.1,124,232,0.22,0.4,23.69,5.01,32.28,0,0,0,1
6.51,7.9,96,231,0.29,0.37,21.68,4.17,28.5,0,0,0,1
4.42,7.2,130,144,0.3,0.25,13.37,0.83,32.87,0,1,0,1
6.94,9.5,89,213,0.16,0.01,23.69,0.16,29.68,0,1,0,1
5.32,8.1,127,238,0.39,0.13,13.26,5.36,28,0,0,0,0
5.97,8.4,97,169,0.22,0.18,20.27,4.75,30.18,0,1,0,1
3.42,9.7,92,118,0.46,0.25,19.27,5.82,33.55,1,1,1,1
6.51,9.4,107,187,0.57,0.26,23.49,1.81,32.99,0,1,0,1
5.07,7.9,110,190,0.29,0.21,20.36,0.81,30.27,0,0,0,0
5.82,6.1,104,166,0.56,0.27,22.29,4.33,28.13,1,1,0,0
5.97,9.1,104,150,0.47,0.11,10.53,0.62,35.33,0,1,0,1
5.56,9,105,53,0.36,0.1,18.94,3.48,36.62,0,1,0,1
7.19,9.5,98,207,0.59,0.09,17.96,3.98,34.79,0,1,0,1
8.34,8.3,100,209,0.61,0.03,22.08,1.34,29.43,0,1,0,1
7.29,7.2,92,128,0.4,0.32,22.19,0.29,29.09,1,1,0,1
5.35,8.9,112,215,0.51,0.08,17.37,0.41,30.96,0,0,0,1
5.64,9.5,105,247,0.23,0.01,16.36,3.65,34.73,0,1,0,1
6.62,7,124,238,0.47,0.04,18.08,4.09,30.32,0,0,0,0
5.57,7.9,109,256,0.23,0.27,22.53,5.37,32.49,0,0,0,1
4.99,9.8,130,172,0.47,0.23,21.67,5.55,30.02,0,1,0,0
7.23,8.4,93,254,0.43,0.1,23.4,0.65,30.46,0,1,0,1
7.51,7.9,92,183,0.67,0.2,20.8,4.09,31.12,0,0,0,1
5.9,8.4,104,190,0.4,0.01,16.35,0.67,33.45,0,1,0,1
5.13,9.5,125,235,0.32,0.24,14.86,0.76,35.97,0,0,0,1
7.87,8.5,96,216,0.79,0.07,17.64,0.67,35.35,0,1,0,1
3.38,8.1,93,203,0.35,0.22,20.25,0.18,33.67,1,1,1,1
5.22,9.2,102,209,0.58,0.35,16.63,4.05,34.24,0,1,0,1
6.67,8.5,99,284,0.47,0.15,11.87,2.53,30.39,0,1,0,0
5.73,9.4,106,171,0.6,0.28,11.9,0.82,33.52,0,1,0,1
2.81,7.5,97,286,0.21,0.29,15.06,2.11,28.28,1,1,1,1
8.84,8.7,100,138,0.42,0.37,20.78,1.39,34.55,0,1,0,1
6.36,8.2,104,294,0.56,0.04,23.66,2.08,33.94,0,1,0,1
7.24,7.6,105,185,0.41,0.32,17.97,4.71,30.52,0,0,0,0
6.5,8.6,134,114,0.62,0.1,11.53,3.93,31.41,0,1,0,1
8.66,9.2,125,230,0.32,0.36,17.08,5.12,29.43,0,1,0,0
7.38,7.5,106,113,0.22,0.2,24.6,0.6,34.32,0,0,0,1
5.46,8.4,110,150,0.5,0.14,20.86,4.13,33.56,0,1,0,1
5.26,7.5,86,162,0.59,0.06,17.13,0.33,28,0,0,0,1
4.42,7.3,99,219,0.43,0.35,13.24,0.08,33.83,1,1,0,1
5.68,7.1,99,74,0.59,0,11.96,4.8,36.97,1,1,0,1
5.45,8.8,96,296,0.57,0.18,24.09,0.09,30.16,0,0,0,0
6.27,7.2,75,171,0.52,0.06,23.63,0.86,29.79,1,1,0,1
4.07,8.4,114,40,0.35,0.14,24.6,0.77,30.75,0,1,0,1
4.81,8,91,209,0.61,0.24,18.5,0.08,28.35,0,0,0,1
5.25,7.4,118,246,0.16,0.13,24.35,5.51,29.39,1,1,0,0
6.23,6.8,94,217,0.62,0.11,11.02,2.49,30,1,1,0,1
6.58,7.7,120,149,0.44,0.15,13.25,5.01,33.57,0,0,0,1
5.89,7.6,99,167,0.49,0.23,19.57,0.83,34.25,0,0,0,1
4.72,8.1,118,180,0.54,0.01,20.72,5.29,31.33,0,1,0,1
6.55,8.4,104,242,0.51,0.19,20.19,4.69,36.1,0,1,0,1
7.12,9.1,136,206,0.74,0.18,24.08,0.05,31.84,0,0,0,1
6.93,7.7,110,217,0.54,0.22,10.84,2.8,29.59,0,0,0,0
6.65,7.5,111,198,0.39,0.26,15.06,0.8,34.89,0,0,0,1
7.53,8.1,112,189,0.58,0.18,17.77,0.64,33.27,0,0,0,1
5.58,7.1,97,179,0.02,0.24,12.07,4.1,33.72,1,1,0,1
4.06,7.7,81,205,0.56,0.36,23.98,3.02,35.24,0,1,0,1
4.53,7.6,83,143,0.34,0.12,11.02,0.34,35.41,0,0,0,1
5.71,6.4,115,248,0.14,0.03,24.11,5.08,28.1,1,1,0,0
4.52,7.7,91,175,0.46,0.03,13.57,3.35,30.31,0,0,0,1
8.44,8.6,105,204,0.53,0.17,11.64,0.94,31.13,0,1,0,1
6.82,8.9,128,161,0.42,0.18,20.14,0.98,29,0,0,0,0
5.17,8.6,136,187,0.34,0.15,12.41,3.17,33.25,0,1,0,1
3.74,6.4,85,128,0.51,0.24,20.38,3.28,30.07,1,1,1,1
6.83,8.7,104,160,0.31,0.19,18.18,0.15,29.12,0,0,0,0
6.37,9.6,119,150,0.51,0.31,21.37,2.45,34.21,0,1,0,1
5.37,7.3,108,208,0.56,0.02,23.8,0.06,33.46,1,1,0,1
6.89,7.1,98,168,0.36,0.26,13.06,3.42,34.32,1,1,0,1
5.32,9.1,92,105,0.5,0.38,16.6,0.93,30.75,0,1,0,1
5.29,8,113,188,0.32,0.39,20.19,0.71,34.12,0,0,0,1
6.68,9.5,96,208,0.39,0.39,13.42,4.68,28.8,0,1,0,1
5.22,7.1,115,251,0.54,0.3,23.64,0.42,28.59,1,1,0,0
5.56,7.1,89,350,0.51,0.3,17.76,3.95,29.96,1,1,0,0
5.6,8.5,128,261,0.03,0.09,15.83,0.61,31.39,0,0,0,1
4.08,9.8,71,210,0.44,0.09,20.45,0.79,28.56,0,1,0,1
3.19,8.7,103,222,0.36,0.33,16.88,2.81,34.87,1,1,1,1
6.6,8.9,90,182,0.41,0.12,15.51,0.73,36.33,0,1,0,1
5.94,9.5,139,134,0.41,0.37,20.67,0.16,31.73,0,0,0,1
6.42,9.5,110,210,0.42,0.01,23.89,2.09,36.64,0,1,0,1
8.04,9,102,261,0.44,0.25,21.4,0.19,29.93,0,0,0,0
4.47,7.7,115,130,0.25,0.02,10.46,1.97,31.45,0,0,0,1
6.28,9.3,115,91,0.6,0.19,23.08,4.31,29.49,0,1,0,1
3.88,7,104,247,0.42,0.05,17.35,0.99,35.65,1,1,0,1
4.88,8.8,124,78,0.37,0.27,20.28,2.1,34.09,0,1,0,1
6.32,8.9,108,172,0.51,0.17,23.74,0.85,30.51,0,1,0,1
7.92,7,96,114,0.38,0.09,14.27,0.79,31.82,1,1,0,1
5.86,9.5,87,264,0.32,0.29,23.32,0.63,28.17,0,1,0,1
7.52,8.2,107,199,0.24,0.16,16.65,0.52,28.61,0,0,0,0
4.29,7.5,129,107,0.43,0.2,13.52,1.21,29.47,0,1,0,0
5.15,9.1,113,206,0,0.36,13.12,0.8,33.46,0,1,0,1
3.84,7.9,116,175,0.16,0.34,13.82,0.45,36.58,1,1,1,1
4.96,9.6,91,256,0.3,0.04,19.66,3.4,32.93,0,1,0,1
5.74,8.9,97,58,0.42,0.02,12.11,1.7,28.54,0,1,0,1
5.02,8.7,101,197,0.31,0.05,15.92,3.84,32.33,0,1,0,1
5.95,8.2,103,205,0.53,0.31,23.75,3.13,32.2,0,1,0,1
5.36,9.2,104,223,0.73,0.01,13.07,1.51,34.28,0,1,0,1
7.92,8.1,103,155,0.57,0.37,23.24,0.72,33.96,0,0,0,1
5.31,9.8,106,163,0.32,0.26,23.47,0.29,32.51,0,0,0,1
5.63,8.8,98,182,0.4,0.21,21.94,0.52,33,0,1,0,1
8.04,9.4,105,350,0.27,0.38,23.98,0.63,30.13,0,1,0,0
6.86,6.2,113,191,0.32,0.38,10.71,4.46,33.86,1,1,0,1
7.83,8.1,109,190,0.37,0.16,12.78,0.09,36,0,0,0,1
6.58,9.2,110,235,0.34,0.29,19.48,4.26,31.52,0,1,0,1
6.97,7.6,88,246,0.5,0.05,22.91,3.07,29.69,0,0,0,1
5,7.9,83,191,0.24,0.21,23.83,0.84,33.68,0,0,0,1
7.35,8.1,90,167,0.56,0.24,24.49,0.24,35.47,0,0,0,1
6.14,8.3,117,198,0.59,0.14,10.01,0.5,36.9,0,0,0,1
4.83,5.3,117,250,0.45,0.1,18.19,2,30.17,1,1,0,0
6.94,8.1,146,162,0.61,0.34,12.23,4.92,30.61,0,0,0,0
7.28,8.1,100,173,0.39,0.03,19.57,0.89,32.69,0,1,0,1
7.86,7.6,86,179,0.47,0.29,12.25,0.64,34.52,0,0,0,1
4.35,7,106,216,0.35,0.39,22.86,0.55,28.46,1,1,0,0
5.09,9.8,90,234,0.32,0.31,24.33,2.51,33.22,0,1,0,1
6.76,9.6,120,175,0.39,0.28,20.29,0.73,30.61,0,0,0,0
6.74,6.8,116,195,0.28,0.31,14.76,1.29,33.29,1,1,0,1
8.04,8.5,87,201,0.5,0.25,14.9,3.44,35.23,0,1,0,1
7.55,7.3,105,276,0.51,0.27,13.4,0.23,33.14,1,1,0,0
5.71,9.4,84,168,0.49,0.38,22.33,2.98,32.13,0,1,0,1
6.36,8.1,128,223,0.57,0.31,17.9,0.49,30.4,0,0,0,0
5.51,9.8,115,143,0.34,0.26,24.36,3.62,33.51,0,1,0,1
6.54,9.2,81,51,0.37,0.33,24.03,2.68,28.27,0,1,0,1
6.63,9,95,233,0.42,0.07,24.24,0.41,29.11,0,1,0,1
6.82,8,128,189,0.45,0.19,24.35,3.37,36.48,0,0,0,1
6.21,8,94,194,0.35,0.3,23.67,1.92,29.06,0,0,0,1
6.24,8.5,84,236,0.42,0.11,10.91,2.9,35.37,0,1,0,1
7.06,5.8,85,115,0.21,0.04,23.44,4.32,28.54,1,1,1,1
6.51,8.9,102,120,0.34,0.17,22.24,2.04,30.21,0,1,0,1
4.14,8.6,123,215,0.63,0.29,19.57,0.53,30.99,0,1,0,0
5.05,7.3,99,227,0.3,0,18.91,3.55,36.7,1,1,0,1
3.58,8.1,108,247,0.32,0.17,17.29,0.56,30.46,1,1,1,1
7.18,7.4,79,228,0.35,0.39,24.8,0.45,33.93,1,1,0,1
4.27,7.6,111,133,0.3,0.12,22.74,0.99,30.09,0,1,0,0
7.92,9.7,135,150,0.54,0.36,18.15,0.17,29.25,0,0,0,0
5.91,6,88,272,0.37,0.34,20.71,0.38,31.15,1,1,1,1
4.13,7.8,123,127,0.24,0.35,18.02,3.24,34.66,0,1,0,1
8.46,7.5,96,121,0.29,0.33,24.66,5.34,28.47,0,0,0,1
6.42,7.4,84,219,0.42,0.4,13.66,0.14,28.52,1,1,0,1
6.46,7.6,102,246,0.41,0.06,22.27,0.52,30.5,0,0,0,0
5.75,9,126,318,0.45,0.16,19.17,5.21,33.26,0,1,0,0
7.57,9.7,106,289,0.27,0.04,18.28,0.36,36.11,0,0,0,0
5.69,8.2,115,182,0.55,0.39,21.29,2.67,36.89,0,1,0,1
4.61,7.3,103,132,0.3,0.13,16.96,0.14,32.49,1,1,0,1
6.01,7.4,120,190,0.28,0.35,22.47,0.87,34.63,0,0,0,1
5.47,7.5,103,177,0.24,0.4,12.24,0.58,32.58,0,0,0,1
5.92,8.3,112,265,0.31,0.21,11.75,0.61,28.32,0,0,0,0
6.62,8.5,133,140,0.64,0.01,23.72,0.33,36.44,0,0,0,1
9.18,8.5,102,133,0.44,0.13,16.26,3.17,31.95,0,1,0,1
5.57,6.4,118,220,0.31,0.34,13.35,2.83,35.08,1,1,0,1
5.46,7,120,239,0.4,0.25,11.62,3.13,33.28,0,0,0,1
7.64,8.6,109,144,0.6,0.05,11.54,4.04,31.23,0,1,0,1
6.16,7.2,60,162,0.36,0.39,11.13,5.25,30.22,1,1,0,1
3.93,8,104,206,0.55,0.12,20.87,1.98,36.76,1,1,1,1
7.46,7.8,115,243,0,0.22,17.69,0.29,34.55,0,0,0,1
4.96,9.1,115,253,0.1,0.19,15.9,0.32,28.26,0,0,0,0
6.21,8.1,85,332,0.45,0.14,22.87,0.74,30.13,0,1,0,0
8.11,7.3,97,222,0.21,0.09,12.34,0.22,29.99,1,1,0,1
5.62,7.7,102,209,0.48,0.39,15.51,4.63,33.25,0,0,0,1
3.68,9.2,101,257,0.2,0.01,22.15,0.43,35.83,0,1,0,1
4.95,7.5,100,143,0.32,0.19,15.21,1.63,28.54,0,0,0,0
6.19,7.2,129,138,0.29,0.24,23.78,0.66,28.9,0,0,0,0
5.69,7.5,148,240,0.54,0.15,21.91,1.64,33.17,0,0,0,1
6.01,9.9,117,313,0.57,0.08,21.23,3.6,35.11,0,1,0,0
6.31,9.1,131,276,0.4,0.14,21.42,3.89,28.19,0,1,0,0
6.61,5.7,119,190,0.43,0.28,24.81,0.41,28.43,1,1,0,0
7.76,7.7,101,200,0.45,0.16,14.92,0.04,31.07,0,0,0,1
6.35,6.5,91,169,0.26,0.02,18.15,2.62,36.51,1,1,1,1
4.58,5.3,95,294,0.25,0.28,20.27,0.47,29.94,1,1,1,1
3.88,6.8,123,164,0.47,0.05,15.79,4.4,33.81,1,1,0,1
4.37,9.8,135,221,0.36,0.24,18.12,0.76,35.05,0,1,0,1
5.96,7,86,173,0.31,0.34,24.55,1,32.85,1,1,0,1
6.39,6.9,104,147,0.49,0.11,22.1,0.81,31.7,1,1,0,1
7.34,9.8,114,129,0.46,0.03,20.51,0.25,31.14,0,0,0,1
3.79,9.9,122,169,0.34,0.3,22.84,1.97,35.93,1,1,1,1
5.6,7.8,106,215,0.41,0.22,19.97,5.32,29.03,0,0,0,0
5.31,7.5,97,187,0.34,0.27,14.77,0.16,28.64,0,0,0,1
7.44,8,70,163,0.39,0.15,17.01,0.13,34.15,0,0,0,1
5.17,8.9,124,123,0.22,0.06,11.24,1.61,34.08,0,1,0,1
5.54,9.4,90,196,0.43,0.33,10.01,0.91,28.45,0,1,0,1
6.08,7.3,108,142,0.34,0.03,15.75,3.41,31.04,1,1,0,1
5.19,8.7,110,263,0.44,0.33,16.96,0.69,35.77,0,1,0,0
6.81,9.5,116,130,0.6,0.1,17,5.68,32.21,0,1,0,1
2.86,9.6,85,211,0.42,0.4,19.24,0.48,33.71,1,1,1,1
5.98,8.8,74,150,0.77,0.06,22.65,0.36,29.91,0,1,0,1
5.83,7.8,114,108,0.26,0.18,16.07,4.19,36.1,0,0,0,1
4.99,9.6,121,205,0.55,0.36,19.57,0.61,36.25,0,0,0,1
6.05,8.4,111,170,0.32,0.07,23,2.83,31.67,0,1,0,1
5.65,9.1,117,167,0.52,0.37,24.89,0.2,30.69,0,0,0,0
7.19,8.2,84,171,0.1,0.28,21.57,5.19,28.27,0,1,0,1
